,sentence,label
42,"Запуск новой фабрики по производству текстильной продукции перенесен из-за проблем с получением необходимых лицензий и нехваткой рабочей силы.",1
43,"Проблемы с финансированием привели к задержке завершения строительства нового аквапарка, который должен был открыться к летнему сезону.",1
44,"Открытие нового терминала аэропорта задерживается из-за технических трудностей и необходимости доработки систем безопасности.",1
45,"Строительство нового делового центра в центре города затягивается из-за проблем с подключением к инженерным сетям и задержек в поставках строительных материалов.",1
46,"Запуск новой линии метро, которая должна была значительно улучшить транспортную инфраструктуру города, откладывается из-за протестов местных жителей и сложностей с переселением.",1
47,"Ввод в эксплуатацию нового концертного зала, который должен был стать главным культурным объектом региона, откладывается из-за проблем с финансированием и задержек в строительных работах.",1
48,"Открытие нового детского сада, которое должно было начаться в сентябре, задерживается из-за проблем с получением лицензий и нехваткой специалистов.",1
49,"Завершение строительства нового жилого дома, который должен был принять первых жильцов уже этой весной, откладывается на несколько месяцев из-за задержек в поставках строительных материалов.",1
0,"Строительство нового медицинского центра затягивается из-за проблем с поставками оборудования и нехватки квалифицированных специалистов.",1
1,"Открытие нового торгового центра, который должен был стать крупнейшим в регионе, откладывается из-за трудностей с получением разрешений и проблем с подрядчиками.",1
2,"Ввод в эксплуатацию нового спортивного стадиона, строительство которого началось три года назад, задерживается из-за технических неполадок и необходимости замены оборудования.",1
3,"Запланированное на этот месяц открытие нового жилого комплекса, включающего несколько многоэтажных зданий и парковую зону, задерживается на неопределенный срок из-за задержек в строительных работах и проблем с подрядчиками.",1
4,"Завершение строительства новой школы в микрорайоне откладывается на несколько месяцев из-за необходимости доработки проектной документации и получения дополнительных разрешений.",1
5,"Запуск новой линии электропередач, которая должна была значительно улучшить энергоснабжение в регионе, переносится на полгода из-за проблем с поставками оборудования и нехватки специалистов.",1
6,"Строительство нового моста через реку, начатое еще три года назад, затягивается из-за необходимости пересмотра проекта и обнаружения скрытых дефектов в конструкциях.",1
7,"Ввод в эксплуатацию нового спортивного комплекса, который должен был стать главным объектом для проведения городских соревнований, откладывается на следующий год из-за проблем с поставкой оборудования и нехватки финансирования.",1
8,"Открытие нового культурного центра, который должен был стать центром культурной жизни города, переносится на несколько месяцев из-за задержек в строительных работах и необходимости внесения изменений в проект.",1
9,"Строительство нового жилого квартала, включающего более десяти многоквартирных домов и всю необходимую инфраструктуру, затягивается из-за проблем с финансированием и задержек в поставках строительных материалов.",1
10,"Запуск новой фабрики по производству мебели, строительство которой началось два года назад, откладывается из-за проблем с получением необходимых лицензий и нехваткой рабочей силы.",1
11,"Завершение реконструкции старого здания городской администрации откладывается на неопределенный срок из-за обнаружения скрытых дефектов и необходимости проведения дополнительных реставрационных работ.",1
12,"Открытие нового терминала аэропорта, который должен был увеличить его пропускную способность вдвое, задерживается из-за технических трудностей и необходимости доработки систем безопасности.",1
13,"Строительство нового делового центра в центре города затягивается из-за проблем с подключением к инженерным сетям и задержек в поставках строительных материалов.",1
14,"Запуск новой линии метро, которая должна была значительно улучшить транспортную инфраструктуру города, откладывается из-за протестов местных жителей и сложностей с переселением.",1
15,"Ввод в эксплуатацию нового концертного зала, который должен был стать главным культурным объектом региона, откладывается из-за проблем с финансированием и задержек в строительных работах.",1
16,"Открытие нового детского сада, которое должно было начаться в сентябре, задерживается из-за проблем с получением лицензий и нехваткой специалистов.",1
17,"Завершение строительства нового жилого дома, который должен был принять первых жильцов уже этой весной, откладывается на несколько месяцев из-за задержек в поставках строительных материалов.",1
18,"Запуск нового газопровода, который должен был обеспечить газом несколько регионов, переносится из-за проблем с получением разрешений и задержек в поставках оборудования.",1
19,"Строительство нового культурного центра, который должен был стать главным объектом для проведения городских мероприятий, задерживается из-за проблем с подрядчиками и нехваткой финансирования.",1
20,"Ввод в эксплуатацию нового офисного здания, которое должно было стать штаб-квартирой крупной компании, откладывается на несколько месяцев из-за проблем с подключением к инженерным сетям.",1
21,"Запланированное открытие нового музея, который должен был стать главной достопримечательностью города, переносится на несколько месяцев из-за задержек в строительных работах и необходимости внесения изменений в проект.",1
22,"Завершение строительства нового концертного зала, который должен был стать главным культурным объектом региона, откладывается из-за проблем с финансированием и задержек в поставках строительных материалов.",1
23,"Запуск нового промышленного предприятия, которое должно было создать множество рабочих мест, переносится на следующий год из-за проблем с получением разрешений и нехваткой рабочей силы.",1
24,"Строительство нового моста через реку задерживается из-за обнаружения археологических находок и необходимости проведения дополнительных исследований.",1
25,"Ввод в эксплуатацию нового торгового комплекса, который должен был стать крупнейшим в регионе, откладывается из-за проблем с подрядчиками и задержек в строительных работах.",1
26,"Открытие нового детского сада, который должен был начать работу в сентябре, задерживается из-за проблем с получением лицензий и нехваткой специалистов.",1
27,"Завершение строительства нового жилого дома, который должен был принять первых жильцов уже этой весной, откладывается на несколько месяцев из-за задержек в поставках строительных материалов.",1
28,"Запуск нового газопровода, который должен был обеспечить газом несколько регионов, переносится из-за проблем с получением разрешений и задержек в поставках оборудования.",1
29,"Строительство нового культурного центра, который должен был стать главным объектом для проведения городских мероприятий, задерживается из-за проблем с подрядчиками и нехваткой финансирования.",1
30,"Ввод в эксплуатацию нового офисного здания, которое должно было стать штаб-квартирой крупной компании, откладывается на несколько месяцев из-за проблем с подключением к инженерным сетям.",1
31,"Неожиданные проблемы с поставками материалов стали причиной задержки завершения строительства нового жилого комплекса на несколько месяцев.",1
32,"Строительство нового исследовательского центра откладывается из-за необходимости доработки проектной документации и получения дополнительных согласований от властей.",1
33,"Запуск нового терминала аэропорта, который должен был значительно увеличить пропускную способность, переносится из-за технических трудностей и задержек в поставках оборудования.",1
34,"Завершение строительства нового корпуса больницы, который должен был начать прием пациентов уже в этом месяце, откладывается из-за задержек в строительных работах и необходимости доработок.",1
35,"Ввод в эксплуатацию нового общежития для студентов университета задерживается из-за проблем с получением разрешений и нехваткой рабочих.",1
36,"Открытие нового культурного центра, который должен был стать центром культурной жизни города, переносится на следующий год из-за проблем с подрядчиками и задержек в поставках материалов.",1
37,"Строительство нового жилого комплекса в пригороде затягивается из-за необходимости пересмотра проектной документации и задержек в поставках строительных материалов.",1
38,"Запуск нового логистического центра, который должен был начать работу в следующем месяце, откладывается из-за проблем с получением разрешений и нехваткой рабочей силы.",1
39,"Завершение реконструкции старого здания городской администрации откладывается на несколько месяцев из-за необходимости проведения дополнительных реставрационных работ и проблем с подрядчиками.",1
40,"Ввод в эксплуатацию нового промышленного комплекса, который должен был создать множество рабочих мест, откладывается на неопределенный срок из-за проблем с получением разрешений и нехваткой финансирования.",1
41,"Открытие нового жилого дома, который должен был принять первых жильцов уже этой весной, задерживается из-за проблем с подключением к инженерным сетям и задержек в строительных работах.",1
42,"Строительство нового бизнес-центра, который должен был стать крупнейшим в городе, затягивается из-за проблем с получением разрешений и нехваткой рабочих.",1
43,"Запуск новой ветки метро, который должен был значительно сократить время в пути для жителей, переносится из-за протестов местных жителей и сложностей с переселением.",1
44,"Завершение работ по возведению нового корпуса школы откладывается из-за проблем с подрядчиками и нехваткой строительных материалов.",1
45,"Проект строительства нового бассейна, который должен был быть завершен в этом месяце, задерживается из-за проблем с получением разрешений и нехваткой квалифицированных рабочих.",1
46,"Запуск новой линии электропередач, который должен был улучшить энергоснабжение в регионе, откладывается на несколько месяцев из-за проблем с получением необходимых компонентов.",1
47,"Строительство нового парка развлечений, который должен был стать крупнейшим в области, задерживается из-за финансовых трудностей и необходимости доработки проектной документации.",1
48,"Ввод в эксплуатацию нового медицинского центра, который должен был начать прием пациентов в этом году, откладывается из-за задержек в получении лицензий и нехватки оборудования.",1
